NDC11,drug_class,drug_class_label,ingredient,rxnorm_ingredient_rxcui,rxnorm_product_rxcui,rxnorm_product_tty,rxnorm_product_name,rxnorm_status,rxnorm_direct_rxcui,rxnorm_start_yyyymm,rxnorm_end_yyyymm,source,source_url,notes
61786056419,tzd_ndc,Thiazolidinedione,pioglitazone,33738,317573,SCD,pioglitazone 15 MG Oral Tablet,direct,317573,201603,201810,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
61786056519,tzd_ndc,Thiazolidinedione,pioglitazone,33738,312440,SCD,pioglitazone 30 MG Oral Tablet,direct,312440,201603,201810,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
61919078130,tzd_ndc,Thiazolidinedione,pioglitazone,33738,312440,SCD,pioglitazone 30 MG Oral Tablet,direct,312440,201906,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
61919078190,tzd_ndc,Thiazolidinedione,pioglitazone,33738,312440,SCD,pioglitazone 30 MG Oral Tablet,direct,312440,201902,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
62135080430,tzd_ndc,Thiazolidinedione,pioglitazone,33738,317573,SCD,pioglitazone 15 MG Oral Tablet,direct,317573,202401,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
62135080490,tzd_ndc,Thiazolidinedione,pioglitazone,33738,317573,SCD,pioglitazone 15 MG Oral Tablet,direct,317573,202401,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
62135080530,tzd_ndc,Thiazolidinedione,pioglitazone,33738,312440,SCD,pioglitazone 30 MG Oral Tablet,direct,312440,202401,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
62135080590,tzd_ndc,Thiazolidinedione,pioglitazone,33738,312440,SCD,pioglitazone 30 MG Oral Tablet,direct,312440,202401,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
62135080630,tzd_ndc,Thiazolidinedione,pioglitazone,33738,312441,SCD,pioglitazone 45 MG Oral Tablet,direct,312441,202401,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
62135080690,tzd_ndc,Thiazolidinedione,pioglitazone,33738,312441,SCD,pioglitazone 45 MG Oral Tablet,direct,312441,202401,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
63187074630,tzd_ndc,Thiazolidinedione,pioglitazone,33738,312440,SCD,pioglitazone 30 MG Oral Tablet,direct,312440,201611,202507,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
63187074660,tzd_ndc,Thiazolidinedione,pioglitazone,33738,312440,SCD,pioglitazone 30 MG Oral Tablet,direct,312440,201611,202507,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
63187074690,tzd_ndc,Thiazolidinedione,pioglitazone,33738,312440,SCD,pioglitazone 30 MG Oral Tablet,direct,312440,201611,202604,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
63304025405,tzd_ndc,Thiazolidinedione,pioglitazone,33738,317573,SCD,pioglitazone 15 MG Oral Tablet,direct,317573,201307,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
63304025430,tzd_ndc,Thiazolidinedione,pioglitazone,33738,317573,SCD,pioglitazone 15 MG Oral Tablet,direct,317573,201303,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
63304025490,tzd_ndc,Thiazolidinedione,pioglitazone,33738,317573,SCD,pioglitazone 15 MG Oral Tablet,direct,317573,201303,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
63304025505,tzd_ndc,Thiazolidinedione,pioglitazone,33738,312440,SCD,pioglitazone 30 MG Oral Tablet,direct,312440,201307,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
63304025530,tzd_ndc,Thiazolidinedione,pioglitazone,33738,312440,SCD,pioglitazone 30 MG Oral Tablet,direct,312440,201303,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
63304025590,tzd_ndc,Thiazolidinedione,pioglitazone,33738,312440,SCD,pioglitazone 30 MG Oral Tablet,direct,312440,201303,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
63304026105,tzd_ndc,Thiazolidinedione,pioglitazone,33738,312441,SCD,pioglitazone 45 MG Oral Tablet,direct,312441,201307,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
63304026130,tzd_ndc,Thiazolidinedione,pioglitazone,33738,312441,SCD,pioglitazone 45 MG Oral Tablet,direct,312441,201303,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
63304026190,tzd_ndc,Thiazolidinedione,pioglitazone,33738,312441,SCD,pioglitazone 45 MG Oral Tablet,direct,312441,201303,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
63304031105,tzd_ndc,Thiazolidinedione,pioglitazone,33738,317573,SCD,pioglitazone 15 MG Oral Tablet,direct,317573,201209,201909,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
63304031130,tzd_ndc,Thiazolidinedione,pioglitazone,33738,317573,SCD,pioglitazone 15 MG Oral Tablet,direct,317573,201209,201909,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
63304031190,tzd_ndc,Thiazolidinedione,pioglitazone,33738,317573,SCD,pioglitazone 15 MG Oral Tablet,direct,317573,201209,201909,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
63304031205,tzd_ndc,Thiazolidinedione,pioglitazone,33738,312440,SCD,pioglitazone 30 MG Oral Tablet,direct,312440,201209,201909,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
63304031230,tzd_ndc,Thiazolidinedione,pioglitazone,33738,312440,SCD,pioglitazone 30 MG Oral Tablet,direct,312440,201209,201909,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
63304031290,tzd_ndc,Thiazolidinedione,pioglitazone,33738,312440,SCD,pioglitazone 30 MG Oral Tablet,direct,312440,201209,201909,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
63304031305,tzd_ndc,Thiazolidinedione,pioglitazone,33738,312441,SCD,pioglitazone 45 MG Oral Tablet,direct,312441,201209,201909,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
63304031330,tzd_ndc,Thiazolidinedione,pioglitazone,33738,312441,SCD,pioglitazone 45 MG Oral Tablet,direct,312441,201209,201909,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
63304031390,tzd_ndc,Thiazolidinedione,pioglitazone,33738,312441,SCD,pioglitazone 45 MG Oral Tablet,direct,312441,201209,201909,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
63629329201,tzd_ndc,Thiazolidinedione,pioglitazone,33738,312441,SCD,pioglitazone 45 MG Oral Tablet,direct,312441,201710,202510,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
63629329202,tzd_ndc,Thiazolidinedione,pioglitazone,33738,312441,SCD,pioglitazone 45 MG Oral Tablet,direct,312441,201710,202510,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,TZD class.
