NDC11,drug_class,drug_class_label,ingredient,rxnorm_ingredient_rxcui,rxnorm_product_rxcui,rxnorm_product_tty,rxnorm_product_name,rxnorm_status,rxnorm_direct_rxcui,rxnorm_start_yyyymm,rxnorm_end_yyyymm,source,source_url,notes
00169255013,insulin_ndc,Insulin,insulin degludec,1670007,1670023,SBD,3 ML insulin degludec 200 UNT/ML Pen Injector [Tresiba],direct,1670023,201511,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,"Broad insulin class, including analogs and human insulin products."
00169255090,insulin_ndc,Insulin,insulin degludec,1670007,1670023,SBD,3 ML insulin degludec 200 UNT/ML Pen Injector [Tresiba],direct,1670023,201912,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,"Broad insulin class, including analogs and human insulin products."
00169255097,insulin_ndc,Insulin,insulin degludec,1670007,1670023,SBD,3 ML insulin degludec 200 UNT/ML Pen Injector [Tresiba],direct,1670023,201511,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,"Broad insulin class, including analogs and human insulin products."
00169266015,insulin_ndc,Insulin,insulin degludec,1670007,1670016,SBD,3 ML insulin degludec 100 UNT/ML Pen Injector [Tresiba],direct,1670016,201511,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,"Broad insulin class, including analogs and human insulin products."
00169266090,insulin_ndc,Insulin,insulin degludec,1670007,1670016,SBD,3 ML insulin degludec 100 UNT/ML Pen Injector [Tresiba],direct,1670016,201912,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,"Broad insulin class, including analogs and human insulin products."
00169266097,insulin_ndc,Insulin,insulin degludec,1670007,1670016,SBD,3 ML insulin degludec 100 UNT/ML Pen Injector [Tresiba],direct,1670016,201511,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,"Broad insulin class, including analogs and human insulin products."
00169266211,insulin_ndc,Insulin,insulin degludec,1670007,2107522,SBD,insulin degludec 100 UNT/ML Injectable Solution [Tresiba],direct,2107522,201903,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,"Broad insulin class, including analogs and human insulin products."
00169266290,insulin_ndc,Insulin,insulin degludec,1670007,2107522,SBD,insulin degludec 100 UNT/ML Injectable Solution [Tresiba],direct,2107522,201903,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,"Broad insulin class, including analogs and human insulin products."
00169291115,insulin_ndc,Insulin,insulin degludec,1670007,1860172,SBD,3 ML insulin degludec 100 UNT/ML / liraglutide 3.6 MG/ML Pen Injector [Xultophy],direct,1860172,201701,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,"Broad insulin class, including analogs and human insulin products."
00169291190,insulin_ndc,Insulin,insulin degludec,1670007,1860172,SBD,3 ML insulin degludec 100 UNT/ML / liraglutide 3.6 MG/ML Pen Injector [Xultophy],direct,1860172,201701,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,"Broad insulin class, including analogs and human insulin products."
