NDC11,drug_class,drug_class_label,ingredient,rxnorm_ingredient_rxcui,rxnorm_product_rxcui,rxnorm_product_tty,rxnorm_product_name,rxnorm_status,rxnorm_direct_rxcui,rxnorm_start_yyyymm,rxnorm_end_yyyymm,source,source_url,notes
66914103504,glp1_ndc,GLP-1 receptor agonist,exenatide,60548,847917,SBD,60 ACTUAT exenatide 0.005 MG/ACTUAT Pen Injector [Byetta],direct,847917,200905,201206,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
66914103505,glp1_ndc,GLP-1 receptor agonist,exenatide,60548,847913,SBD,60 ACTUAT exenatide 0.01 MG/ACTUAT Pen Injector [Byetta],direct,847913,200905,201206,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
68258894701,glp1_ndc,GLP-1 receptor agonist,exenatide,60548,847917,SBD,60 ACTUAT exenatide 0.005 MG/ACTUAT Pen Injector [Byetta],direct,847917,201206,201409,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
68258894802,glp1_ndc,GLP-1 receptor agonist,exenatide,60548,847913,SBD,60 ACTUAT exenatide 0.01 MG/ACTUAT Pen Injector [Byetta],direct,847913,201206,201409,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
69097091031,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,2735350,SCD,Weight Management 3 ML liraglutide 6 MG/ML Pen Injector,direct,2735350,202604,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
69097091055,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,2735350,SCD,Weight Management 3 ML liraglutide 6 MG/ML Pen Injector,direct,2735350,202604,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
69097091068,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,2735350,SCD,Weight Management 3 ML liraglutide 6 MG/ML Pen Injector,direct,2735350,202604,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
69097092031,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,897122,SCD,3 ML liraglutide 6 MG/ML Pen Injector,direct,897122,202604,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
69097092067,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,897122,SCD,3 ML liraglutide 6 MG/ML Pen Injector,direct,897122,202602,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
69097092068,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,897122,SCD,3 ML liraglutide 6 MG/ML Pen Injector,direct,897122,202602,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
70121168501,glp1_ndc,GLP-1 receptor agonist,exenatide,60548,847915,SCD,60 ACTUAT exenatide 0.005 MG/ACTUAT Pen Injector,direct,847915,202501,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
70121168601,glp1_ndc,GLP-1 receptor agonist,exenatide,60548,847910,SCD,60 ACTUAT exenatide 0.01 MG/ACTUAT Pen Injector,direct,847910,202501,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
70377009552,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,2735350,SCD,Weight Management 3 ML liraglutide 6 MG/ML Pen Injector,direct,2735350,202605,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
70377009553,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,2735350,SCD,Weight Management 3 ML liraglutide 6 MG/ML Pen Injector,direct,2735350,202605,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
70518214300,glp1_ndc,GLP-1 receptor agonist,semaglutide,1991302,1991311,SBD,"0.25 MG, 0.5 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic]",direct,1991311,201907,202208,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
70748034601,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,897122,SCD,3 ML liraglutide 6 MG/ML Pen Injector,direct,897122,202512,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
70748034602,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,897122,SCD,3 ML liraglutide 6 MG/ML Pen Injector,direct,897122,202510,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
70748034603,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,897122,SCD,3 ML liraglutide 6 MG/ML Pen Injector,direct,897122,202510,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
71288056383,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,897122,SCD,3 ML liraglutide 6 MG/ML Pen Injector,direct,897122,202505,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
71288056384,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,897122,SCD,3 ML liraglutide 6 MG/ML Pen Injector,direct,897122,202505,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
71288056385,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,897122,SCD,3 ML liraglutide 6 MG/ML Pen Injector,direct,897122,202505,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
72603074501,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,897122,SCD,3 ML liraglutide 6 MG/ML Pen Injector,direct,897122,202605,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
72603074502,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,897122,SCD,3 ML liraglutide 6 MG/ML Pen Injector,direct,897122,202604,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
72603074503,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,897122,SCD,3 ML liraglutide 6 MG/ML Pen Injector,direct,897122,202604,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
81607001801,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,897122,SCD,3 ML liraglutide 6 MG/ML Pen Injector,direct,897122,202604,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
81607001802,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,897122,SCD,3 ML liraglutide 6 MG/ML Pen Injector,direct,897122,202604,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
81607001901,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,2735350,SCD,Weight Management 3 ML liraglutide 6 MG/ML Pen Injector,direct,2735350,202604,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
81607001902,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,2735350,SCD,Weight Management 3 ML liraglutide 6 MG/ML Pen Injector,direct,2735350,202604,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
81607001903,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,2735350,SCD,Weight Management 3 ML liraglutide 6 MG/ML Pen Injector,direct,2735350,202604,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
