NDC11,drug_class,drug_class_label,ingredient,rxnorm_ingredient_rxcui,rxnorm_product_rxcui,rxnorm_product_tty,rxnorm_product_name,rxnorm_status,rxnorm_direct_rxcui,rxnorm_start_yyyymm,rxnorm_end_yyyymm,source,source_url,notes
00169441531,glp1_ndc,GLP-1 receptor agonist,semaglutide,1991302,2730161,SBD,semaglutide 1.5 MG Oral Tablet [Wegovy],direct,2730161,202602,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00169441592,glp1_ndc,GLP-1 receptor agonist,semaglutide,1991302,2730161,SBD,semaglutide 1.5 MG Oral Tablet [Wegovy],direct,2730161,202602,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00169442531,glp1_ndc,GLP-1 receptor agonist,semaglutide,1991302,2730165,SBD,semaglutide 25 MG Oral Tablet [Wegovy],direct,2730165,202602,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00169450101,glp1_ndc,GLP-1 receptor agonist,semaglutide,1991302,2553803,SBD,0.5 ML semaglutide 2 MG/ML Auto-Injector [Wegovy],direct,2553803,202107,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00169450114,glp1_ndc,GLP-1 receptor agonist,semaglutide,1991302,2553803,SBD,0.5 ML semaglutide 2 MG/ML Auto-Injector [Wegovy],direct,2553803,202107,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00169450501,glp1_ndc,GLP-1 receptor agonist,semaglutide,1991302,2553603,SBD,0.5 ML semaglutide 1 MG/ML Auto-Injector [Wegovy],direct,2553603,202107,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00169450514,glp1_ndc,GLP-1 receptor agonist,semaglutide,1991302,2553603,SBD,0.5 ML semaglutide 1 MG/ML Auto-Injector [Wegovy],direct,2553603,202107,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00169451701,glp1_ndc,GLP-1 receptor agonist,semaglutide,1991302,2553903,SBD,0.75 ML semaglutide 2.27 MG/ML Auto-Injector [Wegovy],direct,2553903,202107,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00169451714,glp1_ndc,GLP-1 receptor agonist,semaglutide,1991302,2553903,SBD,0.75 ML semaglutide 2.27 MG/ML Auto-Injector [Wegovy],direct,2553903,202107,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00169452401,glp1_ndc,GLP-1 receptor agonist,semaglutide,1991302,2554104,SBD,0.75 ML semaglutide 3.2 MG/ML Auto-Injector [Wegovy],direct,2554104,202107,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00169452414,glp1_ndc,GLP-1 receptor agonist,semaglutide,1991302,2554104,SBD,0.75 ML semaglutide 3.2 MG/ML Auto-Injector [Wegovy],direct,2554104,202107,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00169452501,glp1_ndc,GLP-1 receptor agonist,semaglutide,1991302,2553506,SBD,0.5 ML semaglutide 0.5 MG/ML Auto-Injector [Wegovy],direct,2553506,202107,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00169452514,glp1_ndc,GLP-1 receptor agonist,semaglutide,1991302,2553506,SBD,0.5 ML semaglutide 0.5 MG/ML Auto-Injector [Wegovy],direct,2553506,202107,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00169452590,glp1_ndc,GLP-1 receptor agonist,semaglutide,1991302,2553506,SBD,0.5 ML semaglutide 0.5 MG/ML Auto-Injector [Wegovy],direct,2553506,202107,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00169452594,glp1_ndc,GLP-1 receptor agonist,semaglutide,1991302,2553506,SBD,0.5 ML semaglutide 0.5 MG/ML Auto-Injector [Wegovy],direct,2553506,202107,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00169457201,glp1_ndc,GLP-1 receptor agonist,semaglutide,1991302,2739771,SBD,0.75 ML semaglutide 9.6 MG/ML Auto-Injector [Wegovy],direct,2739771,202605,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00169457214,glp1_ndc,GLP-1 receptor agonist,semaglutide,1991302,2739771,SBD,0.75 ML semaglutide 9.6 MG/ML Auto-Injector [Wegovy],direct,2739771,202605,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00169477211,glp1_ndc,GLP-1 receptor agonist,semaglutide,1991302,2599365,SBD,3 ML semaglutide 2.68 MG/ML Pen Injector [Ozempic],direct,2599365,202205,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00169477212,glp1_ndc,GLP-1 receptor agonist,semaglutide,1991302,2599365,SBD,3 ML semaglutide 2.68 MG/ML Pen Injector [Ozempic],direct,2599365,202205,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00169477290,glp1_ndc,GLP-1 receptor agonist,semaglutide,1991302,2599365,SBD,3 ML semaglutide 2.68 MG/ML Pen Injector [Ozempic],direct,2599365,202207,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00169477297,glp1_ndc,GLP-1 receptor agonist,semaglutide,1991302,2599365,SBD,3 ML semaglutide 2.68 MG/ML Pen Injector [Ozempic],direct,2599365,202207,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00169480430,glp1_ndc,GLP-1 receptor agonist,semaglutide,1991302,2707553,SBD,semaglutide 4 MG Oral Tablet [Rybelsus],direct,2707553,202504,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00169480930,glp1_ndc,GLP-1 receptor agonist,semaglutide,1991302,2707557,SBD,semaglutide 9 MG Oral Tablet [Rybelsus],direct,2707557,202504,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00169481530,glp1_ndc,GLP-1 receptor agonist,semaglutide,1991302,2707549,SBD,semaglutide 1.5 MG Oral Tablet [Rybelsus],direct,2707549,202504,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00169481590,glp1_ndc,GLP-1 receptor agonist,semaglutide,1991302,2707549,SBD,semaglutide 1.5 MG Oral Tablet [Rybelsus],direct,2707549,202504,202603,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00310651201,glp1_ndc,GLP-1 receptor agonist,exenatide,60548,847917,SBD,60 ACTUAT exenatide 0.005 MG/ACTUAT Pen Injector [Byetta],direct,847917,201501,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00310651285,glp1_ndc,GLP-1 receptor agonist,exenatide,60548,847917,SBD,60 ACTUAT exenatide 0.005 MG/ACTUAT Pen Injector [Byetta],direct,847917,201805,202004,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00310652401,glp1_ndc,GLP-1 receptor agonist,exenatide,60548,847913,SBD,60 ACTUAT exenatide 0.01 MG/ACTUAT Pen Injector [Byetta],direct,847913,201501,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00310654001,glp1_ndc,GLP-1 receptor agonist,exenatide,60548,1990869,SBD,0.85 ML exenatide 2.35 MG/ML Auto-Injector [Bydureon],direct,1990869,201801,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00310654004,glp1_ndc,GLP-1 receptor agonist,exenatide,60548,1990869,SBD,0.85 ML exenatide 2.35 MG/ML Auto-Injector [Bydureon],direct,1990869,201801,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00310654085,glp1_ndc,GLP-1 receptor agonist,exenatide,60548,1990869,SBD,0.85 ML exenatide 2.35 MG/ML Auto-Injector [Bydureon],direct,1990869,201801,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00480366719,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,897122,SCD,3 ML liraglutide 6 MG/ML Pen Injector,direct,897122,202408,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00480366720,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,897122,SCD,3 ML liraglutide 6 MG/ML Pen Injector,direct,897122,202408,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00480366722,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,897122,SCD,3 ML liraglutide 6 MG/ML Pen Injector,direct,897122,202408,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00480725019,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,2735350;897122,SCD,3 ML liraglutide 6 MG/ML Pen Injector;Weight Management 3 ML liraglutide 6 MG/ML Pen Injector,direct,2735350;897122,202510;202603,202602;202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
00480725046,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,2735350;897122,SCD,3 ML liraglutide 6 MG/ML Pen Injector;Weight Management 3 ML liraglutide 6 MG/ML Pen Injector,direct,2735350;897122,202510;202603,202602;202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
14403340001,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,897122,SCD,3 ML liraglutide 6 MG/ML Pen Injector,direct,897122,202501,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
14403340002,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,897122,SCD,3 ML liraglutide 6 MG/ML Pen Injector,direct,897122,202501,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
14403340003,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,897122,SCD,3 ML liraglutide 6 MG/ML Pen Injector,direct,897122,202501,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
50090285300,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,897126,SBD,3 ML liraglutide 6 MG/ML Pen Injector [Victoza],direct,897126,201703,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
50090348300,glp1_ndc,GLP-1 receptor agonist,dulaglutide,1551291,1551306,SBD,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],direct,1551306,201807,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
50090348400,glp1_ndc,GLP-1 receptor agonist,dulaglutide,1551291,1551300,SBD,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],direct,1551300,201807,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
50090425700,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,1598268,SBD,Weight Management 3 ML liraglutide 6 MG/ML Pen Injector [Saxenda],direct,1598268,202007,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
50090450300,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,897126,SBD,3 ML liraglutide 6 MG/ML Pen Injector [Victoza],direct,897126,201911,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
50090513800,glp1_ndc,GLP-1 receptor agonist,semaglutide,1991302,1991311,SBD,"0.25 MG, 0.5 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic]",direct,1991311,202010,202307,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
50090546700,glp1_ndc,GLP-1 receptor agonist,dulaglutide,1551291,2395779,SBD,0.5 ML dulaglutide 6 MG/ML Auto-Injector [Trulicity],direct,2395779,202104,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
50090582400,glp1_ndc,GLP-1 receptor agonist,semaglutide,1991302,2553506,SBD,0.5 ML semaglutide 0.5 MG/ML Auto-Injector [Wegovy],direct,2553506,202112,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
50090594900,glp1_ndc,GLP-1 receptor agonist,semaglutide,1991302,2398842,SBD,3 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic],direct,2398842,202206,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
50090605100,glp1_ndc,GLP-1 receptor agonist,semaglutide,1991302,2599365,SBD,3 ML semaglutide 2.68 MG/ML Pen Injector [Ozempic],direct,2599365,202209,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
50090645300,glp1_ndc,GLP-1 receptor agonist,dulaglutide,1551291,1551300,SBD,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],direct,1551300,202306,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
50090645600,glp1_ndc,GLP-1 receptor agonist,dulaglutide,1551291,1551306,SBD,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],direct,1551306,202306,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
50090657100,glp1_ndc,GLP-1 receptor agonist,dulaglutide,1551291,2395779,SBD,0.5 ML dulaglutide 6 MG/ML Auto-Injector [Trulicity],direct,2395779,202309,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
50090750100,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,897122,SCD,3 ML liraglutide 6 MG/ML Pen Injector,direct,897122,202503,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
50090758900,glp1_ndc,GLP-1 receptor agonist,dulaglutide,1551291,2395785,SBD,0.5 ML dulaglutide 9 MG/ML Auto-Injector [Trulicity],direct,2395785,202508,202605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
54568043363,glp1_ndc,GLP-1 receptor agonist,dulaglutide,1551291,1551300,SBD,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],direct,1551300,201711,201801,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
54568043371,glp1_ndc,GLP-1 receptor agonist,dulaglutide,1551291,1551300,SBD,0.5 ML dulaglutide 1.5 MG/ML Auto-Injector [Trulicity],direct,1551300,201711,201801,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
54568043463,glp1_ndc,GLP-1 receptor agonist,dulaglutide,1551291,1551306,SBD,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],direct,1551306,201711,201801,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
54568043471,glp1_ndc,GLP-1 receptor agonist,dulaglutide,1551291,1551306,SBD,0.5 ML dulaglutide 3 MG/ML Auto-Injector [Trulicity],direct,1551306,201711,201801,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
54569650700,glp1_ndc,GLP-1 receptor agonist,liraglutide,475968,897126,SBD,3 ML liraglutide 6 MG/ML Pen Injector [Victoza],direct,897126,201407,201706,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
54868538400,glp1_ndc,GLP-1 receptor agonist,exenatide,60548,847917,SBD,60 ACTUAT exenatide 0.005 MG/ACTUAT Pen Injector [Byetta],direct,847917,200905,201907,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
54868538401,glp1_ndc,GLP-1 receptor agonist,exenatide,60548,847913,SBD,60 ACTUAT exenatide 0.01 MG/ACTUAT Pen Injector [Byetta],direct,847913,200905,201907,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
54868538402,glp1_ndc,GLP-1 receptor agonist,exenatide,60548,847917,SBD,60 ACTUAT exenatide 0.005 MG/ACTUAT Pen Injector [Byetta],direct,847917,201004,201212,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
66029021007,glp1_ndc,GLP-1 receptor agonist,exenatide,60548,847917,SBD,60 ACTUAT exenatide 0.005 MG/ACTUAT Pen Injector [Byetta],direct,847917,200905,201206,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
66029021008,glp1_ndc,GLP-1 receptor agonist,exenatide,60548,847913,SBD,60 ACTUAT exenatide 0.01 MG/ACTUAT Pen Injector [Byetta],direct,847913,200905,201206,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
66780021007,glp1_ndc,GLP-1 receptor agonist,exenatide,60548,847917,SBD,60 ACTUAT exenatide 0.005 MG/ACTUAT Pen Injector [Byetta],direct,847917,200905,201712,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
66780021008,glp1_ndc,GLP-1 receptor agonist,exenatide,60548,847913,SBD,60 ACTUAT exenatide 0.01 MG/ACTUAT Pen Injector [Byetta],direct,847913,200905,201212,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
66780021009,glp1_ndc,GLP-1 receptor agonist,exenatide,60548,847917,SBD,60 ACTUAT exenatide 0.005 MG/ACTUAT Pen Injector [Byetta],direct,847917,200905,201605,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
66780021201,glp1_ndc,GLP-1 receptor agonist,exenatide,60548,847913,SBD,60 ACTUAT exenatide 0.01 MG/ACTUAT Pen Injector [Byetta],direct,847913,200912,201712,NIH/NLM RxNorm API getAllHistoricalNDCs,https://lhncbc.nlm.nih.gov/RxNav/APIs/api-RxNorm.getAllHistoricalNDCs.html,Primary GLP-1 RA class; excludes tirzepatide unless using glp1_like_ndc.
